Site,111,112,121,122,123,124,131,132,133,141,142,211,212,213,221,222,223,231,241,242,243,244,311,312,313,321,322,323,324,331,332,333,334,335,411,412,421,422,423,511,512,521,522,523,1,11,12,13,14,2,21,22,23,24,3,31,32,33,4,41,42,5,51,52
F0069,0.0,1064122.47338867,358708.730957031,0.0,0.0,0.0,0.0,0,0.0,0.0,190795.661376953,2031309.44165039,0,0,0.0,0,0,889978.365966797,0,2278667.29101562,0.0,0,255001.40625,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,1613626.865722654,1064122.47338867,358708.730957031,0.0,190795.661376953,5199955.098632807,2031309.44165039,0.0,889978.365966797,2278667.29101562,255001.40625,255001.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0025,0.0,0.0,0.0,412752.692382813,0.0,0.0,0.0,0,0.0,0.0,0.0,1638609.95117188,0,0,0.0,0,0,0.0,0,0.0,0.0,0,4498313.26611328,0.0,0.0,0,0.0,0,518907.404296875,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,412752.692382813,0.0,412752.692382813,0.0,0.0,1638609.95117188,1638609.95117188,0.0,0.0,0.0,5017220.670410155,4498313.26611328,518907.404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0027,0.0,274174.586425781,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3221109.56835937,0,0,0.0,0,0,275256.583496094,0,85523.4599609375,0.0,0,3212519.16210938,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,274174.586425781,274174.586425781,0.0,0.0,0.0,3581889.6118164016,3221109.56835937,0.0,275256.583496094,85523.4599609375,3212519.16210938,3212519.16210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0128,0.0,2470088.53604126,4053755.49212647,497496.25177002,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.0,47243.0749511719,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,7021340.27993775,2470088.53604126,4551251.74389649,0.0,0.0,47243.0749511719,0.0,0.0,0.0,47243.0749511719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0023,0.0,0.0,255925.385253906,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3283660.20703125,0,0,0.0,0,0,282648.256835937,0,0.0,0.0,0,2938245.2734375,0.0,0.0,0,0.0,0,23375.861328125,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,284728.392578125,0,0,0.0,255925.385253906,0.0,255925.385253906,0.0,0.0,3566308.463867187,3283660.20703125,0.0,282648.256835937,0.0,2961621.134765625,2938245.2734375,23375.861328125,0.0,0.0,0.0,0.0,284728.392578125,284728.392578125,0.0
F0071,0.0,0.0,289104.889892578,0.0,0.0,0.0,61128.361328125,0,0.0,0.0,0.0,3676114.1640625,0,0,0.0,0,0,0.0,0,0.0,575781.695068359,0,560732.497314453,468440.67578125,0.0,0,0.0,0,793302.034179688,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,643979.018310547,0,0,0.0,350233.251220703,0.0,289104.889892578,61128.361328125,0.0,4251895.859130859,3676114.1640625,0.0,0.0,575781.695068359,1822475.207275391,1029173.173095703,793302.034179688,0.0,0.0,0.0,0.0,643979.018310547,643979.018310547,0.0
F0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1019290.86791992,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,4420772.90332031,6970.89868164063,0,0.0,0,1621548.68945313,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1019290.86791992,1019290.86791992,0.0,0.0,0.0,6049292.49145508,4427743.80200195,1621548.68945313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B0061,0.0,145892.263458252,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,451198.176940918,0,221851.016448975,0.0,0,868442.403076172,954776.293457031,4359060.50186157,0,0.0,0,67362.6965026855,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,145892.263458252,145892.263458252,0.0,0.0,0.0,673049.193389893,0.0,0.0,451198.176940918,221851.016448975,6249641.894897459,6182279.1983947735,67362.6965026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F0001,0.0,474026.984375,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,2870282.24267578,0,0,0.0,0,148992.460449219,0.0,0,3182420.83984375,0.0,392860.870605469,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,474026.984375,474026.984375,0.0,0.0,0.0,3019274.703124999,0.0,2870282.24267578,0.0,148992.460449219,3575281.7104492188,3575281.7104492188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
