dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist,dist
887.410403737106,952.0268128748417,310.4761137916363,,,887.410403737106,,,,1182.44050985482,,,836.8199643848525,310.4761137916363,,,,,,,,887.410403737106,,,,,,,,,1182.44050985482,,,836.8199643848525,,0.0,516.492586974914,362.7059340958155,,,,,,,,
741.88320407904,924.2165288713516,95.9380826110068,,,741.88320407904,,,,983.41858432396,,814.2524710248331,1084.94258911178,95.9380826110068,,,,,,,,741.88320407904,,,,,,,,,983.41858432396,,814.2524710248331,1084.94258911178,,95.9380826110068,,,,,,,,,,
,785.4721763752132,925.9667371244453,,,,,,,,,0.0,1047.296235166951,925.9667371244453,,,,,,,,,,,,,,,,,,,0.0,936.8849691092264,1268.1187672824,37.4666084083759,1370.2168014824802,,,,,,,,,
1123.59110408515,829.4676074311561,756.7222839824332,,,,1123.59110408515,,,,,686.2419473539217,915.4030034774967,756.7222839824332,,,,,,,,,,1123.59110408515,,,,,,,,,686.2419473539217,798.9925204315584,1381.04493566125,788.8160923036409,577.036455559751,808.032879120285,,,,,,,,
421.325800076651,842.6483967520073,602.0195703402085,,,421.325800076651,,,,,,911.647839986676,750.6491391057824,489.517765930757,658.2704725449343,,,,,,,421.325800076651,,,,,,,,,,,911.647839986676,750.6491391057824,,489.517765930757,,,566.8607211781027,932.499726645429,,,,,,
395.1721490907065,801.4222712312926,809.8626941018628,,,395.1721490907065,,,,,,645.1661532677198,996.7424186857587,745.5603362427503,970.6185887496435,,,,,,,395.1721490907065,,,,,,,,,,,645.1661532677198,1188.976727358725,420.03949266686,727.4367394753757,772.7457313938124,,730.340474119817,1210.89670337947,,,,,,
0.0,,526.6348058902777,,,,,0.0,,,,,,526.6348058902777,,,,,,,,,,,,,0.0,,,,,,,,,102.771173124992,632.6007140815991,,,,,,,,,
1006.805798692033,698.337538298735,,,,1006.805798692033,,,,977.335681124117,,74.6438419368161,714.7618909765238,,,,,,,,,1006.805798692033,,,,,,,,,977.335681124117,,74.6438419368161,714.7618909765238,,,,,,,,,,,,
655.2500581625333,530.842585112428,1042.8593569350635,,,324.024583037335,866.1153044418614,,353.879794449747,796.263877668642,,,0.0,1042.8593569350635,,,,,,,,324.024583037335,904.824193916455,788.697525492674,,,,,,353.879794449747,796.263877668642,,,0.0,,1042.8593569350635,,,,,,,,,,
669.514647015871,135.39343633717783,1005.84599075828,,628.001433156446,567.271756943785,,1214.72952130656,499.15009994261266,257.7549373784,,,13.0319352959557,1005.84599075828,,,,,628.001433156446,,,567.271756943785,,,,,,1214.72952130656,,499.15009994261266,257.7549373784,,,13.0319352959557,,1005.84599075828,,,,,,,,,628.001433156446,
15.7678571686801,736.257296699809,779.0673396870297,,,15.7678571686801,,,,208.554987346418,983.1732906769661,527.785504532955,735.1138265970025,779.0673396870297,,,,,,,,15.7678571686801,,,,,,,,,208.554987346418,983.1732906769661,527.785504532955,532.0969129523268,1344.16456753103,950.022313046391,,437.157392968307,,,,,,,,
323.64803992209,760.6900837018559,963.24075608151,,614.506747912743,,323.64803992209,,,563.3129774260728,,958.0671899776389,,740.611303216365,1408.4996618118,,,,614.506747912743,,,,323.64803992209,,,,,,,,563.3129774260728,,958.0671899776389,,,740.611303216365,,,,1408.4996618118,,,,,614.506747912743,
588.97210875208,674.471934821289,373.83071254241554,,,,588.97210875208,,,674.471934821289,,,,187.418098892139,560.243326192692,,,,,,,,,588.97210875208,,,,,,,674.471934821289,,,,,187.418098892139,,,,560.243326192692,,,,,,
1052.83282232892,528.8009492081837,286.43523220838597,,,1052.83282232892,,,,0.0,,484.159842149851,1102.2430054747,286.43523220838597,,,,,,,,1052.83282232892,,,,,,,,,0.0,,484.159842149851,1102.2430054747,,286.43523220838597,,,,,,,,,,
648.9185397717692,813.3479426269784,535.332465450829,,,1053.62646746045,,568.669881968973,0.0,224.912039272783,,,960.4569184655272,535.332465450829,,,,,,,,1053.62646746045,,,,,392.579026469866,744.76073746808,,0.0,224.912039272783,,,960.4569184655272,,535.332465450829,,,,,,,,,,
1171.0739204754548,877.4287927318101,330.139959660551,,,1171.0739204754548,,,,1492.08377450535,,570.10130184504,,330.139959660551,,,,,,,,1171.0739204754548,,,,,,,,,1492.08377450535,,570.10130184504,,,330.139959660551,,,,,,,,,,
1276.55732807402,483.78556174928565,853.4601056649045,,,1276.55732807402,,,,220.964855614262,,225.400463829,657.5208297677221,820.9570626936778,1015.975320521038,,,,,,,1276.55732807402,,,,,,,,,220.964855614262,,225.400463829,657.5208297677221,,948.8921122049466,799.6071523546683,721.4885603010883,575.488965381116,1456.46167566096,,,,,,
,299.178586227835,854.5042366512757,,,,,,,,,207.968262310954,390.388910144716,671.2006578832111,1404.41497295547,,,,,,,,,,,,,,,,,,207.968262310954,390.388910144716,,0.0,888.468488896823,1125.13348475281,,1404.41497295547,,,,,,
519.0318936174974,,1346.883891095345,1422.23586029741,978.60221647103,707.582072273614,471.89434895346824,,,,,,,,1406.98671503625,1286.78106715444,,1422.23586029741,978.60221647103,,,707.582072273614,0.0,322.863130525412,782.3571326442304,,,,,,,,,,,,,,1406.98671503625,,1286.78106715444,,1422.23586029741,,978.60221647103,
1231.8167885254545,886.3218666176793,1000.4144589769364,,,1400.136257929865,998.6670341952065,1361.47735837713,,409.703103231989,,1064.4137012107956,1305.28388960971,1000.4144589769364,,,,,,,,1400.136257929865,851.360821877893,1145.97324651252,,,,1361.47735837713,,,409.703103231989,,1064.4137012107956,1305.28388960971,,999.9003063221784,,1001.95691694121,,,,,,,,
587.3840799060632,80.9728049718471,,,,,130.8713559329545,,1043.896803879172,80.9728049718471,,,,,,,,,,,,,0.0,261.742711865909,,,,,698.719632933124,1389.07397482522,80.9728049718471,,,,,,,,,,,,,,,
873.7418271518571,0.0,,,,865.4693950491885,831.3841990190417,,1017.35957575564,0.0,,,,,,,,,,,,865.4693950491885,912.971939095711,,,668.208718865703,,,,1017.35957575564,0.0,,,,,,,,,,,,,,,
347.6729337741055,1078.16600297124,,,634.904247595342,695.345867548211,,,0.0,,,,1078.16600297124,,,,,,634.904247595342,,,695.345867548211,,,,,,,,0.0,,,,1078.16600297124,,,,,,,,,,,634.904247595342,
868.9475082198245,107.807445205043,325.7901497838305,,,982.7794447802356,699.5687510794083,1035.58796995984,,107.807445205043,,,,,325.7901497838305,,,,,,,982.7794447802356,699.5687510794083,,,,1035.58796995984,,,,107.807445205043,,,,,,,,,325.7901497838305,,,,,,
346.35423193434775,485.785182041902,,,,7.54779867160318,515.75744856572,,,485.785182041902,,,,,,,,,,,,7.54779867160318,515.75744856572,,,,,,,,485.785182041902,,,,,,,,,,,,,,,
875.060363831154,287.789729065389,788.7755408598779,,,875.060363831154,,,,0.0,,,575.579458130778,788.7755408598779,,,,,,,,875.060363831154,,,,,,,,,0.0,,,575.579458130778,,788.7755408598779,,,,,,,,,,
718.7149635216394,728.0689144532178,394.508665191952,,,547.4143342533192,1232.6168513266,,,767.9962706022574,,668.1778802296585,,394.508665191952,,,,,,,,547.4143342533192,1232.6168513266,,,,,,,,767.9962706022574,,668.1778802296585,,,394.508665191952,,,,,,,,,,
1006.08540877349,630.6575128896444,778.5115401483306,,,1006.08540877349,,,,223.1775062898565,,,1445.61752608922,778.5115401483306,,,,,,,,1006.08540877349,,,,,,,,,223.1775062898565,,,1445.61752608922,,778.5115401483306,,,,,,,,,,
820.3425534590818,,,,,514.9856353261721,601.2615734129932,,1344.78045163808,,,,,,,,,,,,772.4784529892581,0.0,718.465728803556,366.853262631868,,,,,1344.78045163808,,,,,,,,,,,,,,,,,
576.6950883248338,1272.8462157035167,929.4436644565568,,,636.664548598854,546.7103581878238,,,,,1463.75924504192,1177.3897010343148,929.4436644565568,,,,,,,,636.664548598854,17.2345480040175,1076.18616837163,,,,,,,,,1463.75924504192,1177.3897010343148,,718.018835488705,1115.4310516075336,794.33116093933,,,,,,,,
661.5281605119948,756.2061077475942,724.045683499375,,,737.5498419135914,0.0,,1094.9912768192,512.6492097533719,,940.1758249026645,875.380469425898,724.045683499375,,,,,,,,737.5498419135914,0.0,,,,,,,1094.9912768192,512.6492097533719,,940.1758249026645,875.380469425898,,724.045683499375,,,,,,,,,,
1028.586589972768,610.105332554897,834.5534862754654,,1020.2720356603265,,990.596850152656,1066.57632979288,,516.22105156752,,,703.989613542274,876.3608997447873,764.8744638265956,,,,1020.2720356603265,,,,990.596850152656,,,,1066.57632979288,,,,516.22105156752,,,,703.989613542274,1011.4590139581583,335.968442891303,,,764.8744638265956,,,,,1020.2720356603265,
,502.079084240835,834.4463202127804,,,,,,,502.079084240835,,,,818.3411186352206,842.4989210015603,,,,,,,,,,,,,,,,502.079084240835,,,,,,179.948759823791,1456.73347744665,,842.4989210015603,,,,,,
823.1232653922715,0.0,,,,751.533157247458,894.713373537085,,,0.0,,,,,,,,,,,,751.533157247458,344.51752319131,1444.90922388286,,,,,,,0.0,,,,,,,,,,,,,,,
0.0,385.590720262625,959.229800632278,,,0.0,,,,559.1274860407254,,38.517188706424,,959.229800632278,,,,,,,,0.0,,,,,,,,,559.1274860407254,,38.517188706424,,,959.229800632278,,,,,,,,,,
