Site,1dist,2dist,3dist,4dist,5dist,11dist,12dist,13dist,14dist,21dist,22dist,23dist,24dist,31dist,32dist,33dist,41dist,42dist,51dist,52dist,111dist,112dist,121dist,122dist,123dist,124dist,131dist,133dist,141dist,142dist,211dist,221dist,231dist,242dist,243dist,311dist,312dist,313dist,322dist,324dist,331dist,412dist,423dist,511dist,512dist,523dist,111surf,112surf,121surf,122surf,123surf,124surf,131surf,132,133surf,141surf,142surf,211surf,212,213,221surf,222,223,231surf,241,242surf,243surf,244,311surf,312surf,313surf,321,322surf,323,324surf,331surf,332,333,334,335,411,412surf,421,422,423surf,511surf,512surf,521,522,523surf,1surf,11surf,12surf,13surf,14surf,2surf,21surf,22surf,23surf,24surf,3surf,31surf,32surf,33surf,4surf,41surf,42surf,5surf,51surf,52surf,REF....SUBSTANCE,PERIOD,X6.benzylaminopurine,Aclonifen,Ametoctradin,Anthraquinone,Azoxystrobin,Benalaxyl,Boscalid,Captan,Carbendazim,Chlorothalonil,Chlorpropham,Chlorpyrifos.methyl,Clethodim,Cyflufenamid,Cymoxanil,Cyprodinil,Difenoconazole,Dimethomorph,Dimoxystrobin,Dodine,Ethofumesate,Fenoxycarb,Fenpropathrin,Fenpropimorph,Flonicamid,Fluazifop,Fluazinam,Fludioxonil,Fluopicolide,Fluopyram,Flupyradifurone,Flutolanil,Fluxapyroxad,Indoxacarb,Isofetamid,Metalaxyl,Metamitron,Methiocarb_total,Methoxyfenozide,Metobromuron,Metolachlor,Metrafenone,Penconazole,Pendimethalin,Phenmedipham,Phosmet,Pirimicarb,Prochloraz,Propyzamide,Prosulfocarb,Prothioconazole_d,Pyraclostrobin,Pyrimethanil,Quinoxyfen,Spinosad,Spirotetramat,Spiroxamine,Tau.fluvalinate,Tebuconazole,Tebufenozide,Tetraconazole,Thiabendazole,Thiacloprid,Thiophanate.methyl,Tri.allate,Trifloxystrobin,Zoxamide,Benfluralin,Benzovindiflupyr,Chlorantraniliprole,Coumaphos,Cyazofamid,Diphenylamine,Fenbuconazole,Fenpropidin,Nicosulfuron,Piperonylbutoxide,Prosulfuron,Simazine,Terbuthylazine,Deet,Dieldrin,Diflufenican,Epoxiconazole,Fenamidone,Mandipropamid,Propamocarb,Trifluralin,Cycloate,Pentachloroanisol,Propiconazole,Bupirimate,Etofenprox,Fenhexamid,Metconazole,Flucythrinate,Benthiavalicarb.iso,Cyflumetofen,Ethirimol,Imidacloprid,Propanil,Iprovalicarb,Hexaconazole,Methabenzthiazuron,Chlorotoluron,Propargite,Aldrin,Cyanofenphos,Cypermethrin,Pencycuron,X2.phenylphenol,Famoxadone,Tetradifon,Flufenacet,SEASON_x,Fungicide,Insecticide,Herbicide,Other_pesticides,LMR_Fungicide,LMR_Insecticide,LMR_Herbicide,LMR_Other_pesticides,Lead,Cadmium,Arsenic,Mercury,Copper,Chrome,Zinc,SEASON_y,Limit_Lead,Limit_Cadmium,Limit_Arsenic,Limit_Mercury,Limit_Copper,Presence_Lead,Presence_Cadmium,Presence_Arsenic,Presence_Mercury,Presence_Copper
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.059,0.02,0.043,0.0,8.1,0.036,38.0,1.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17,0.054,0.039,0.0,7.8,0.088,28.0,2.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.053,0.0,7.0,0.15,47.0,0.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,4.1,0.041,37.0,1.0,False,False,False,False,False,True,True,False,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.043,0.055,0.0,6.6,0.078,35.0,2.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.053,0.0,7.0,0.15,47.0,0.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,4.1,0.041,37.0,1.0,False,False,False,False,False,True,True,False,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.043,0.055,0.0,6.6,0.078,35.0,2.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.053,0.0,7.0,0.15,47.0,0.0,False,False,False,False,False,True,True,True,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,4.1,0.041,37.0,1.0,False,False,False,False,False,True,True,False,False,True
B0039,316.14520437752566,966.560587800186,663.948530917512,844.097621683409,984.07639841379,112.213068762443,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,998.3639046290174,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,984.07639841379,224.426137524886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.009475607691,1164.699721902159,-1.0,474.872369109748,1209.6513334082802,575.789047070492,-1.0,-1.0,-1.0,-1.0,-1.0,663.948530917512,-1.0,844.097621683409,-1.0,-1.0,984.07639841379,695285.091278076,2951602.03225708,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,460938.447814941,701199.262268066,0,0,0.0,0,0,287193.847686768,0,218262.696289062,287158.695159912,0,0.0,0.0,0.0,0,0.0,0,0.0,354435.544464111,0,0,0,0,0,0.0,0,0,348763.866577148,0.0,0.0,0,0,763743.869049072,4107825.571350097,3646887.123535156,0.0,0.0,460938.447814941,1493814.501403808,701199.262268066,0.0,287193.847686768,505421.391448974,354435.544464111,0.0,0.0,354435.544464111,348763.866577148,0.0,348763.866577148,763743.869049072,0.0,763743.869049072,B0039,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.043,0.055,0.0,6.6,0.078,35.0,2.0,False,False,False,False,False,True,True,True,False,True
